lat;lon;area;rent;condofee;IPTU;bedrooms
-19.907974;-43.927607;300;3770;0;167;5
-19.982103;-43.9779;133;3000;770;185;3
-19.928248;-43.914668;120;3000;768;130;3
-19.918128;-43.987717;80;2500;1255;223;4
-19.957066;-43.940605;175;2900;850;175;4
-19.945378;-43.959044;170;2550;1200;270;4
-19.885665;-43.92608;120;3000;750;317;3
-19.975089;-43.96701;126;3300;450;220;4
-19.923309;-43.953608;68;3000;750;0;2
-19.875169;-43.988252;180;3500;250;0;4
-19.940419;-43.93224;100;3500;250;250;2
-19.8846;-43.924584;415;3000;740;330;4
-19.928455;-43.92253;120;2280;1460;386;3
-19.933894;-43.931067;68;2800;940;360;2
-19.930825;-43.928031;110;3000;738;300;3
-19.930417;-43.946139;115;3000;733;353;3
-19.945038;-43.944078;682;2400;1330;326;4
-19.919588;-43.931702;85;3000;730;240;3
-19.94503;-43.952507;110;3200;520;298;3
-19.94503;-43.952507;110;3200;520;298;3
-19.923874;-43.953608;45;2900;816;9;1
-19.946674;-43.932383;155;2600;1110;0;4
-19.944682;-43.931948;155;2600;1110;198;4
-19.928455;-43.92253;140;2280;1430;386;3
-19.923874;-43.953608;45;2900;808;9;1
-19.861252;-43.968086;2160;1943;1760;236;3
-19.909565;-43.900875;160;3700;0;143;4
-19.931266;-43.941943;110;2500;1200;364;3
-19.975089;-43.96701;126;3000;700;388;4
-19.973697;-43.941358;105;2800;900;1800;3
-19.96967;-43.971038;160;2700;1000;416;4
-19.975787;-43.975595;120;2600;1100;310;3
-19.975699;-43.968269;687;3000;700;300;4
-19.838261;-43.957842;114;3000;700;269;4
-19.879697;-43.981867;100;2700;1000;300;3
-19.96967;-43.971038;160;2700;1000;416;4
-19.88403;-43.995698;420;3300;400;200;3
-19.975089;-43.96701;126;3000;700;300;4
-19.945788;-43.948814;150;2600;1100;194;4
-19.943696;-43.958694;110;2600;1097;240;3
-19.916931;-43.925486;170;3300;392;108;3
-19.973394;-43.969508;140;2800;892;390;3
-19.936238;-43.932276;68;2500;1183;207;2
-19.939563;-43.914402;121;2300;1380;216;4
-19.886421;-43.935277;112;2800;880;252;4
-19.946795;-43.94448;160;2800;880;320;4
-19.930825;-43.928031;90;2700;960;380;3
-19.935161;-43.925832;100;2700;960;375;3
-19.938048;-43.92162;85;3000;660;243;3
-19.923874;-43.953608;45;2900;757;9;1
-19.941574;-43.912931;143;2500;1155;326;4
-19.884702;-43.928013;134;3000;650;313;4
-19.96084;-43.947762;100;2700;950;0;3
-19.878841;-43.997039;58;3200;450;115;3
-19.875169;-43.988252;120;3300;350;0;4
-19.915324;-43.925001;240;3150;500;310;4
-19.860934;-43.968111;360;2950;700;254;4
-19.945719;-43.94105;95;2350;1300;300;4
-19.934983;-43.930712;77;3000;645;280;2
-19.937277;-43.931179;77;3000;642;250;2
-19.934983;-43.930712;77;3000;642;289;2
-19.934983;-43.930712;2224;3000;642;266;2
-19.930825;-43.928031;77;3000;642;289;2
-19.935519;-43.93069;77;3000;642;290;2
-19.934973;-43.930819;77;3000;642;279;2
-19.937277;-43.931179;77;3000;642;290;2
-19.934983;-43.930712;77;3000;642;279;2
-19.929491;-43.936283;110;3000;640;255;2
-19.934983;-43.930712;77;3000;640;290;2
-19.933894;-43.931067;68;2700;937;325;2
-19.935435;-43.925326;80;3000;630;200;2
-19.937151;-43.936096;137;2500;1127;204;4
-19.968515;-43.966987;101;2450;1175;240;3
-19.942143;-43.945826;110;2200;1425;363;3
-19.94632;-43.922966;130;2800;823;453;4
-19.855079;-43.958367;360;3150;470;377;4
-19.930825;-43.928031;529;2300;1313;380;3
-19.933894;-43.931067;85;2500;1112;442;3
-19.875087;-43.988101;240;3380;220;45;4
-19.969014;-43.966917;100;2800;800;250;3
-19.939227;-43.915294;120;2220;1380;286;4
-19.939045;-43.919928;85;2500;1100;320;3
-19.975089;-43.96701;126;3000;600;359;4
-19.938798;-43.935458;120;2500;1100;192;3
-19.952677;-43.928253;230;2600;1000;334;4
-19.939917;-43.929022;1725;2600;1000;300;4
-19.875087;-43.988101;125;3380;220;45;5
-19.975699;-43.968269;115;2800;800;250;3
-19.936653;-43.960076;142;2700;900;277;4
-19.946363;-43.934393;107;2400;1200;250;3
-19.934381;-43.950209;130;2200;1400;220;4
-19.951103;-43.955343;130;2600;1000;332;3
-19.95245;-43.925332;130;2600;1000;322;3
-19.943376;-43.927124;160;2600;1000;400;4
-19.939227;-43.915294;120;2220;1380;286;4
-19.939563;-43.914402;121;1800;1800;237;4
-19.94503;-43.952507;130;2800;800;270;3
-19.929714;-43.953417;500;2850;750;334;2
-19.939563;-43.914402;230;2200;1380;256;4
-19.939563;-43.914402;121;2200;1380;257;4
-19.939045;-43.919928;121;2200;1380;256;4
-19.939563;-43.914402;120;2200;1380;257;4
-19.939563;-43.914402;120;2200;1380;257;4
-19.939563;-43.914402;120;2200;1380;257;4
-19.948569;-43.952526;90;2500;1080;348;3
-19.939227;-43.915294;121;2200;1380;256;4
-19.939227;-43.915294;110;2200;1380;256;4
-19.939227;-43.915294;120;2200;1380;257;4
-19.939227;-43.915294;120;2200;1380;257;4
-19.939563;-43.914402;1433;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;256;4
-19.934518;-43.937331;140;3100;480;235;3
-19.939045;-43.919928;121;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;256;4
-19.939563;-43.914402;230;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;256;4
-19.939045;-43.919928;120;2200;1380;256;4
-19.939563;-43.914402;121;2200;1380;257;4
-19.939227;-43.915294;230;2200;1380;256;4
-19.939045;-43.919928;120;2200;1380;256;4
-19.939045;-43.919928;121;2200;1380;256;4
-19.929397;-43.935753;70;2800;780;500;2
-19.939227;-43.915294;110;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;256;4
-19.939227;-43.915294;121;2200;1380;257;4
-19.939227;-43.915294;120;2200;1380;257;4
-19.941962;-43.916375;150;2400;1180;300;4
-19.939227;-43.915294;121;2200;1380;257;4
-19.906043;-43.972508;141;3000;570;283;4
-19.935049;-43.936246;68;2950;620;365;2
-19.92384;-43.953431;44;3000;560;170;1
-19.948506;-43.946793;113;2500;1057;139;3
-19.875087;-43.988101;140;3300;250;0;4
-19.976937;-43.972108;450;3100;450;256;4
-19.976937;-43.972108;140;3100;450;256;4
-19.933848;-43.936713;90;2500;1050;250;3
-19.951103;-43.955343;1799;2380;1170;348;3
-19.8846;-43.924584;130;2700;850;347;4
-19.976937;-43.972108;129;3100;450;243;4
-19.94632;-43.922966;160;2900;650;417;3
-19.976937;-43.972108;450;3100;450;0;4
-19.976937;-43.972108;140;3100;450;256;4
-19.976937;-43.972108;450;3100;450;256;4
-19.940328;-43.940406;90;2600;950;304;2
-19.875169;-43.988252;120;3300;250;0;4
-19.875087;-43.988101;120;3300;250;0;4
-19.9103;-43.937099;230;2700;850;215;3
-19.928598;-43.936537;65;2800;740;407;1
-19.949161;-43.936909;105;2300;1234;200;3
-19.969186;-43.967944;215;2640;880;270;4
-19.929438;-43.942585;60;2800;720;300;2
-19.854762;-43.959213;110;3000;520;110;3
-19.938116;-43.930462;44;3000;517;505;1
-19.944135;-43.936013;111;2800;717;473;4
-19.968101;-43.967981;130;3000;514;290;4
-19.923203;-43.940885;43;3100;410;181;1
-19.972925;-43.970498;900;3200;310;236;4
-19.923203;-43.940885;43;3100;410;181;1
-19.923203;-43.940885;43;3100;410;181;1
-19.932321;-43.928961;200;3500;0;209;4
-19.927054;-43.949307;81;3000;500;157;3
-19.928593;-43.916752;70;3500;0;365;3
-19.977171;-43.96903;116;2800;700;400;4
-19.948323;-43.956884;85;2700;800;350;3
-19.930768;-43.955767;161;3500;0;435;3
-19.875229;-43.991536;250;3500;0;0;2
-19.937332;-43.962143;1032;2000;1500;222;4
-19.95245;-43.925332;130;2500;1000;3688;3
-19.977171;-43.96903;116;2800;700;400;4
-19.940318;-43.937546;500;3500;0;0;1
-19.939129;-43.920296;95;2400;1100;3654;3
-19.945378;-43.959044;130;2350;1150;274;4
-19.942744;-43.929651;150;3500;0;750;3
-19.931303;-43.942064;345;3500;0;150;3
-19.869551;-43.993268;344;3500;0;121;4
-19.977171;-43.96903;116;2800;700;400;4
-19.911723;-43.928204;310;3500;0;208;5
-19.939227;-43.915294;112;2200;1300;280;4
-19.939045;-43.919928;180;2200;1296;307;4
-19.968101;-43.967981;120;2800;696;0;4
-19.923203;-43.940885;43;3100;395;159;1
-19.937489;-43.961741;106;2200;1294;239;3
-19.927756;-43.93298;141;2050;1440;171;4
-19.951271;-43.948072;293;2100;1386;395;4
-19.975089;-43.96701;126;3000;480;390;4
-19.955787;-43.930356;210;2900;580;2900;3
-19.934592;-43.937265;150;3000;480;224;3
-19.975089;-43.96701;126;3000;480;390;4
-19.934592;-43.937265;134;3000;480;234;3
-19.975089;-43.96701;126;3000;480;390;4
-19.974216;-43.940699;77;2600;880;380;1
-19.935987;-43.936179;92;2500;973;239;2
-19.94632;-43.922966;128;2650;822;420;3
-19.976235;-43.945832;74;2600;871;335;1
-19.975699;-43.968269;138;3200;270;133;3
-19.948073;-43.957324;115;2400;1068;267;4
-19.859576;-43.940102;146;2500;966;263;4
-19.951026;-43.928589;3370;2500;960;293;3
-19.946353;-43.949496;5460;2400;1052;278;3
-19.977369;-43.969602;115;2900;550;300;4
-19.875169;-43.988252;120;3200;250;0;4
-19.953483;-43.931173;140;2500;950;0;3
-19.975699;-43.968269;115;2900;550;300;4
-19.97591;-43.942981;70;2800;650;260;2
-19.92331;-43.938243;179;2400;1050;203;3
-19.947786;-43.920532;190;3000;450;190;4
-19.956303;-43.939006;220;2200;1242;246;4
-19.88482;-43.924723;415;2700;740;330;4
-19.957622;-43.940155;66;2600;840;2575;2
-19.924159;-43.942536;64;2600;838;246;2
-19.94663;-43.919789;439;2500;934;506;4
-19.948258;-43.922373;140;2500;934;500;4
-19.930825;-43.928031;92;2700;721;323;3
-19.975384;-43.941782;70;2200;1221;281;2
-19.975384;-43.941782;70;2200;1221;281;2
-19.975384;-43.941782;70;2200;1221;281;2
-19.936956;-43.923457;77;2400;1010;306;3
-19.948323;-43.956884;85;2600;803;300;3
-19.952078;-43.924989;135;2500;900;345;3
-19.940272;-43.920069;100;2200;1200;215;3
-19.939045;-43.919928;100;2200;1200;214;3
-19.940272;-43.920069;100;2200;1200;215;3
-19.941087;-43.91888;120;2800;600;242;4
-19.939045;-43.919928;100;2200;1200;214;3
-19.943576;-43.919226;120;2800;600;241;4
-19.94364;-43.918555;120;2800;600;188;4
-19.957066;-43.940605;200;2550;850;9;4
-19.900104;-43.934383;200;3400;0;134;6
-19.945188;-43.940587;160;2700;700;305;4
-19.939045;-43.919928;120;2800;600;241;4
-19.939045;-43.919928;120;2800;600;241;4
-19.95245;-43.925332;201;2500;900;345;3
-19.941087;-43.91888;120;2800;600;204;4
-19.949427;-43.926986;131;2500;900;320;3
-19.937804;-43.921254;100;2200;1200;214;3
-19.947137;-43.960836;135;2200;1200;290;4
-19.937804;-43.921254;100;2200;1200;214;3
-19.943576;-43.919226;120;2800;600;241;4
-19.935899;-43.967609;150;2300;1100;267;4
-19.941087;-43.91888;120;2800;600;215;4
-19.853128;-43.960533;170;3000;400;148;4
-19.94502;-43.940228;95;2700;700;0;3
-19.929165;-43.945535;150;2400;1000;265;3
-19.937804;-43.921254;100;2200;1200;214;3
-19.922983;-43.960787;115;2500;900;0;4
-19.977171;-43.96903;115;2700;700;300;4
-19.940272;-43.920069;100;2200;1200;215;3
-19.937804;-43.921254;100;2200;1200;214;3
-19.943576;-43.919226;110;2800;600;241;4
-19.937804;-43.921254;100;2200;1200;241;3
-19.943576;-43.919226;130;2800;600;270;4
-19.916656;-43.91847;150;3400;0;265;3
-19.939045;-43.919928;100;2200;1200;215;3
-19.94632;-43.922966;120;2650;750;434;3
-19.943648;-43.923412;210;2500;900;180;4
-19.939045;-43.919928;120;2800;600;241;4
-19.935966;-43.959411;150;2200;1200;282;2
-19.940272;-43.920069;100;2200;1200;214;3
-19.936238;-43.932276;47;2300;1100;175;1
-19.943648;-43.923412;210;2500;900;180;4
-19.943576;-43.919226;120;2800;600;242;4
-19.94632;-43.922966;120;2650;750;434;3
-19.95245;-43.925332;300;2500;900;317;3
-19.937804;-43.921254;117;2200;1200;221;3
-19.943045;-43.955066;176;2800;600;250;3
-19.946363;-43.934393;1138;2200;1200;286;3
-19.939045;-43.919928;100;2200;1200;214;3
-19.947137;-43.960836;130;2200;1200;290;4
-19.940272;-43.920069;775;2200;1200;214;3
-19.937804;-43.921254;110;2200;1200;234;3
-19.95245;-43.925332;200;2500;900;335;3
-19.943576;-43.919226;120;2800;600;241;4
-19.930309;-43.938631;1326;2700;699;248;2
-19.975699;-43.968269;750;2700;695;271;4
-19.973624;-43.966731;1900;2550;843;257;4
-19.852902;-43.959979;372;2890;500;138;3
-19.938798;-43.935458;120;2300;1083;179;3
-19.870936;-43.983305;148;2500;880;241;3
-19.949112;-43.956529;70;2750;625;211;2
-19.980878;-43.977054;83;2800;573;173;3
-19.980878;-43.977054;83;2800;572;164;3
-19.92384;-43.953431;46;2500;870;158;1
-19.940453;-43.921244;100;2500;865;77;2
-19.854555;-43.958682;310;3000;360;341;4
-19.937164;-43.944877;160;2000;1356;200;4
-19.946353;-43.949496;5460;2300;1052;278;3
-19.950765;-43.947952;140;2300;1050;376;4
-19.939563;-43.914402;1433;2200;1150;279;4
-19.892796;-43.968544;80;2600;750;164;3
-19.8937;-43.994724;95;2900;450;159;3
-19.939227;-43.915294;121;2200;1150;247;4
-19.875169;-43.988252;120;3100;250;0;4
-19.939227;-43.915294;121;2200;1150;247;4
-19.939227;-43.915294;120;2200;1150;246;4
-19.939227;-43.915294;121;2200;1150;320;4
-19.893649;-43.930657;122;1900;1450;300;4
-19.953034;-43.933704;142;2600;750;420;4
-19.939563;-43.914402;121;2200;1150;247;4
-19.939045;-43.919928;121;2200;1150;247;4
-19.939227;-43.915294;120;2200;1150;246;4
-19.939563;-43.914402;121;2200;1150;247;4
-19.977369;-43.969602;115;2800;550;300;4
-19.975699;-43.968269;115;2800;550;300;4
-19.939227;-43.915294;121;2200;1150;256;4
-19.939227;-43.915294;121;2200;1150;247;4
-19.975699;-43.968269;115;2800;550;300;4
-19.935179;-43.936606;64;2800;550;3056;1
-19.939227;-43.915294;121;2200;1150;246;4
-19.977369;-43.969602;115;2800;550;300;4
-19.937414;-43.960571;170;2800;550;194;3
-19.939045;-43.919928;121;2200;1150;246;4
-19.939227;-43.915294;121;2200;1150;246;4
-19.950765;-43.947952;125;2300;1050;376;4
-19.944001;-43.937145;100;2500;850;325;3
-19.937735;-43.956567;260;1100000;1350;300;3
-19.952908;-43.922842;220;3000;345;209;4
-19.975787;-43.975595;2100;2500;842;333;4
-19.947617;-43.945176;85;2800;541;0;2
-19.94477;-43.942356;148;1800;1540;293;4
-19.924365;-43.941693;64;2500;839;286;2
-19.924159;-43.942536;64;2600;737;243;2
-19.924828;-43.967311;131;2750;586;351;3
-19.927096;-43.944399;129;2800;535;236;3
-19.853128;-43.960533;178;820000;330;180;4
-19.852413;-43.95509;720;3000;330;1847;4
-19.939917;-43.929022;171;2400;930;332;4
-19.970483;-43.969609;110;2450;874;300;3
-19.947554;-43.950781;250;2875;448;203;4
-19.975765;-43.973501;110;2500;810;225;3
-19.973043;-44.016488;104;3300;0;298;5
-19.943576;-43.919226;120;2800;500;242;4
-19.977171;-43.96903;120;2700;600;357;4
-19.943576;-43.919226;140;2800;500;233;4
-19.977171;-43.96903;115;2700;600;357;4
-19.927756;-43.93298;120;1700;1600;217;4
-19.928263;-43.950779;100;1900;1400;290;3
-19.934893;-43.969928;148;2700;600;127;4
-19.977171;-43.96903;115;2700;600;357;4
-19.929027;-43.930202;237;2000;1300;360;4
-19.942496;-43.942342;596;2000;1300;144;2
-19.94771;-43.958305;70;2500;800;309;2
-19.951889;-43.948974;110;2700;600;174;4
-19.946666;-43.952265;206;2300;1000;400;3
-19.877736;-43.995453;137;2800;500;210;3
-19.934893;-43.969928;148;2700;600;132;4
-19.934032;-43.970293;148;2700;600;132;4
-19.934224;-43.930326;130;2800;500;215;4
-19.934893;-43.969928;148;2700;600;133;4
-19.975089;-43.96701;126;2800;500;375;4
-19.824846;-43.966512;231;3300;0;187;4
-19.931357;-43.931717;80;2500;800;241;3
-19.933164;-43.969129;108;2700;600;132;4
-19.977171;-43.96903;116;2700;600;356;4
-19.972073;-43.969528;115;2300;1000;260;4
-19.933164;-43.969129;146;2700;600;137;4
-19.939045;-43.919928;120;2800;500;223;4
-19.933164;-43.969129;148;2700;600;132;4
-19.943576;-43.919226;110;2800;500;232;4
-19.934032;-43.970293;146;2700;600;132;4
-19.917801;-43.930722;100;2700;600;150;3
-19.969079;-43.970205;1210;2600;700;220;3
-19.975761;-43.969086;95;2100;1200;250;2
-19.957622;-43.940156;65;2500;800;235;2
-19.969079;-43.970205;1210;2600;700;220;3
-19.934893;-43.969928;148;2700;600;132;4
-19.975761;-43.969086;95;2100;1200;250;2
-19.951852;-43.930731;168;2900;400;213;3
-19.977171;-43.96903;116;2700;600;356;4
-19.957445;-43.938929;260;2200;1100;272;4
-19.937637;-43.931883;110;2500;793;378;3
-19.937223;-43.938775;40;2700;591;256;1
-19.933601;-43.952342;80;1950;1337;329;3
-19.972073;-43.969528;115;2100;1184;262;4
-19.928099;-43.940519;78;2700;584;316;2
-19.951578;-43.929963;130;2900;380;265;4
-19.930655;-43.930143;100;2400;880;4504;3
-19.975089;-43.96701;126;2800;480;340;4
-19.869204;-43.954161;185;2600;680;178;3
-19.951578;-43.929963;130;2900;380;265;4
-19.951578;-43.929963;130;2900;380;265;4
-19.934592;-43.937265;140;2800;480;235;3
-19.934592;-43.937265;659;2800;480;224;3
-19.970483;-43.969609;110;2400;874;263;3
-19.973271;-43.973343;232;2850;422;137;4
-19.973271;-43.973343;232;2850;422;137;4
-19.950442;-43.934998;1168;2400;870;203;3
-19.972758;-43.937005;77;2600;670;320;2
-19.973624;-43.966731;122;2500;767;236;4
-19.968681;-43.970251;83;2500;766;185;3
-19.929464;-43.944236;1188;2550;710;210;3
-19.944135;-43.936013;110;2500;758;409;3
-19.927759;-43.945446;45;2500;750;352;1
-19.875169;-43.988252;120;3250;0;0;4
-19.875169;-43.988252;120;3250;0;0;4
-19.875169;-43.988252;120;3250;0;0;4
-19.888543;-43.919868;156;2700;550;267;3
-19.977171;-43.96903;115;2700;550;300;4
-19.975036;-43.968298;130;2500;750;267;4
-19.927759;-43.945446;55;2500;750;352;1
-19.927759;-43.945446;60;2500;750;352;1
-19.927979;-43.945134;45;2500;750;352;1
-19.875169;-43.988252;120;3250;0;0;4
-19.915374;-43.925121;300;2800;450;492;4
-19.947475;-43.923017;180;2800;450;435;4
-19.947475;-43.923017;150;2800;450;0;4
-19.977369;-43.969602;116;2700;550;300;4
-19.977171;-43.96903;116;2700;550;300;4
-19.914558;-43.960284;150;3250;0;100;5
-19.977171;-43.96903;115;2700;550;300;4
-19.927759;-43.945446;55;2500;750;352;1
-19.927979;-43.945134;40;2500;750;352;1
-19.975699;-43.968269;98;2500;750;242;3
-19.927759;-43.945446;35;2500;750;352;1
-19.875169;-43.988252;120;3250;0;0;4
-19.875169;-43.988252;120;3250;0;0;4
-19.977171;-43.96903;116;2700;550;300;4
-19.977171;-43.96903;116;2700;550;300;4
-19.977171;-43.96903;115;2700;550;300;4
-19.977171;-43.96903;115;2700;550;300;4
-19.927759;-43.945446;40;2500;750;352;1
-19.927759;-43.945446;42;2500;750;352;1
-19.977171;-43.96903;115;2700;550;300;4
-19.93813;-43.930937;98;2600;650;347;3
-19.927759;-43.945446;45;2500;750;352;1
-19.935966;-43.959411;130;1750;1500;359;4
-19.927979;-43.945134;49;2500;750;390;1
-19.927759;-43.945446;42;2500;750;352;1
-19.927756;-43.93298;140;1800;1445;187;3
-19.936448;-43.934705;45;2000;1245;240;1
-19.963442;-43.980298;120;2600;643;253;2
-19.929499;-43.949639;100;1900;1340;300;3
-19.924365;-43.941693;130;2400;839;298;2
-19.878089;-43.996854;165;3000;230;142;3
-19.967307;-43.97001;1360;2500;730;268;3
-19.89323;-43.931862;91;2500;725;222;3
-19.875169;-43.988252;120;2875;350;0;4
-19.927979;-43.945134;45;2500;725;350;1
-19.927759;-43.945446;60;2500;725;235;2
-19.932683;-43.946699;42;2300;920;118;1
-19.926753;-43.944815;75;2600;617;343;2
-19.944135;-43.936013;112;2500;714;369;4
-19.934424;-43.958906;75;2500;713;179;2
-19.924353;-43.952138;87;2450;762;231;3
-19.975765;-43.973501;169;2400;810;225;3
-19.968005;-43.969359;100;2600;610;242;3
-19.972804;-43.96489;196;2550;655;209;4
-19.862719;-43.955026;100;2800;404;159;4
-19.936238;-43.932276;91;2350;853;221;2
-19.936354;-43.9347;50;1500;1701;188;1
-19.959269;-43.935501;1302;2600;601;260;3
-19.959269;-43.935501;85;2600;601;260;3
-19.959269;-43.935501;100;2600;601;293;3
-19.934893;-43.969928;148;2700;500;127;4
-19.936267;-43.938983;130;2800;400;204;2
-19.875169;-43.988252;120;2950;250;0;4
-19.945038;-43.944078;150;2300;900;0;4
-19.946158;-43.95226;30;2200;1000;175;1
-19.843155;-43.922812;360;3200;0;120;4
-19.962843;-43.950774;957;2500;700;302;4
-19.951393;-43.931667;120;2800;400;0;4
-19.930206;-44.004333;544;3200;0;250;4
-19.878038;-43.935469;320;3200;0;206;4
-19.972663;-43.967605;840;2500;700;295;4
-19.973605;-44.015087;212;2200;1000;273;3
-19.974641;-43.969812;90;2600;600;0;3
-19.934381;-43.950209;160;1900;1300;241;4
-19.951946;-43.9268;110;2600;600;245;3
-19.875169;-43.988252;120;2950;250;0;4
-19.882561;-43.928934;190;2600;600;287;4
-19.977171;-43.96903;116;2600;600;356;4
-19.977171;-43.96903;116;2600;600;356;4
-19.973394;-43.969508;140;2800;400;297;3
-19.945188;-43.940587;130;2500;700;294;4
-19.975699;-43.968269;138;2800;400;300;3
-19.829434;-44.001006;169;3200;0;109;3
-19.874175;-43.940718;164;3200;0;131;3
-19.940852;-43.936366;200;3200;0;176;2
-19.925172;-43.945871;130;3200;0;0;3
-19.934893;-43.969928;148;2700;500;128;4
-19.946158;-43.95226;56;2200;1000;175;1
-19.977171;-43.96903;116;2600;600;356;4
-19.875169;-43.988252;120;2950;250;0;4
-19.896732;-43.925474;305;3200;0;189;3
-19.883369;-43.927899;190;2600;600;288;4
-19.977171;-43.96903;115;2600;600;357;4
-19.974641;-43.969812;90;2600;600;0;3
-19.923482;-43.923337;750;2400;800;184;3
-19.922983;-43.960787;900;2700;500;1;2
-19.977171;-43.96903;116;2600;600;356;4
-19.977171;-43.96903;115;2600;600;357;4
-19.972663;-43.967605;840;2500;700;295;4
-19.937223;-43.938775;40;2200;1000;350;1
-19.972663;-43.967605;840;2500;700;295;4
-19.937804;-43.921254;100;2200;990;220;3
-19.944517;-43.95176;100;1900;1290;325;3
-19.963311;-43.968541;87;2300;890;180;3
-19.934835;-43.927224;145;2685;500;0;4
-19.875087;-43.988101;120;3000;180;0;4
-19.943574;-43.93003;174;2500;680;2625;4
-19.886305;-43.983619;100;2300;880;233;3
-19.875087;-43.988101;120;3000;180;0;4
-19.875087;-43.988101;120;3000;180;0;4
-19.875087;-43.988101;120;3000;180;0;4
-19.875087;-43.988101;120;3000;180;0;4
-19.943363;-43.956176;75;2500;680;310;2
-19.934381;-43.950209;150;1400;1780;220;4
-19.940354;-43.943867;120;2879;300;171;3
-19.923647;-43.952239;80;2500;678;193;2
-19.935898;-43.956433;105;1800;1375;320;3
-19.949176;-43.937252;78;2300;875;229;3
-19.94632;-43.922966;420;2350;823;434;3
-19.946279;-43.923038;420;2350;822;400;3
-19.939045;-43.919928;124;2800;370;228;2
-19.936201;-43.960866;105;2000;1170;219;3
-19.942007;-43.92204;80;2160;1010;350;3
-19.957155;-43.94014;4695;2300;864;249;3
-19.875087;-43.988101;120;2980;180;0;4
-19.923203;-43.940885;42;2690;470;172;1
-19.936238;-43.932276;40;2000;1158;146;1
-19.947617;-43.945176;145;2200;955;203;3
-19.947617;-43.945176;145;2200;955;202;3
-19.947945;-43.960114;90;2100;1053;195;2
-19.859576;-43.940102;360;2300;852;263;4
-19.977171;-43.96903;115;2600;550;300;4
-19.883156;-43.99343;95;2800;350;115;3
-19.836788;-43.960909;184;2900;250;157;5
-19.966976;-43.961302;130;2500;650;281;4
-19.944135;-43.936013;111;2500;650;375;4
-19.979327;-43.967771;200;2800;350;220;5
-19.942832;-43.924191;600;2250;900;221;4
-19.977171;-43.96903;115;2600;550;300;4
-19.979267;-43.972941;85;2500;650;170;3
-19.860934;-43.968111;150;2600;550;195;4
-19.976953;-43.968884;130;2500;650;303;4
-19.975608;-43.974944;900;2400;750;0;3
-19.931185;-43.945784;164;2800;350;209;4
-19.977171;-43.96903;115;2600;550;300;4
-19.922983;-43.960787;144;2800;350;102;3
-19.875087;-43.988101;120;2900;250;0;4
-19.881548;-43.996519;420;2800;350;112;3
-19.977171;-43.96903;116;2600;550;300;4
-19.977171;-43.96903;115;2600;550;300;4
-19.927364;-43.923613;65;2600;550;283;2
-19.977171;-43.96903;116;2600;550;300;4
-19.977171;-43.96903;116;2600;550;300;4
-19.936136;-43.946939;108;2400;748;193;2
-19.894583;-43.922093;70;2200;943;232;4
-19.978522;-43.966493;904;2600;540;288;4
-19.940447;-43.927811;95;2400;740;260;3
-19.975532;-44.012752;190;2500;640;254;4
-19.940183;-43.94177;90;2300;840;224;2
-19.924353;-43.952138;75;2500;638;180;2
-19.933911;-43.919668;156;2700;435;189;4
-19.948444;-43.956791;110;2700;430;279;3
-19.937804;-43.921254;100;2200;930;236;3
-19.937804;-43.921254;100;2200;930;236;3
-19.94665;-43.946961;102;2200;930;174;3
-19.979557;-43.963218;120;2200;929;259;3
-19.886421;-43.935277;130;2600;529;239;4
-19.946603;-43.946044;130;2240;880;370;4
-19.926106;-43.948317;95;2200;920;241;2
-19.90695;-43.907355;117;2300;820;149;3
-19.888326;-43.930569;120;2200;920;275;3
-19.944698;-43.936693;130;2300;810;330;4
-19.891651;-43.926915;720;2600;507;199;3
-19.958133;-43.937513;100;2400;703;0;3
-19.937489;-43.961741;100;2100;1001;227;3
-19.929464;-43.944236;80;2300;800;240;2
-19.923;-43.941209;42;2690;410;171;1
-19.923203;-43.940885;43;2690;410;187;1
-19.840989;-43.973491;280;3100;0;194;3
-19.94388;-43.91858;110;2700;400;136;2
-19.833135;-43.987356;310;3100;0;187;4
-19.87847;-43.99584;180;2700;400;149;4
-19.891699;-43.923812;360;2800;300;1200;2
-19.923203;-43.940885;42;2690;410;171;1
-19.940694;-43.929167;68;2650;450;350;2
-19.962843;-43.950774;170;2400;700;283;4
-19.943363;-43.956176;74;2600;500;283;2
-19.923203;-43.940885;43;2690;410;187;1
-19.925842;-43.94065;88;2500;600;233;2
-19.940694;-43.929167;68;2650;450;350;2
-19.932691;-43.931263;130;2100;1000;360;3
-19.923203;-43.940885;43;2690;410;187;1
-19.972758;-43.937005;1200;2400;700;210;1
-19.923203;-43.940885;42;2690;410;171;1
-19.942497;-43.917169;405;2200;900;300;3
-19.91873;-43.98215;180;2800;300;189;3
-19.91442;-43.970811;180;2800;300;192;3
-19.927979;-43.945134;85;2300;800;160;3
-19.937164;-43.944877;900;1900;1200;180;4
-19.936238;-43.932276;75;2400;700;280;2
-19.956594;-43.937276;80;2500;600;276;2
-19.896555;-43.932669;130;2450;648;265;4
-19.924295;-43.946341;116;1850;1247;105;3
-19.923039;-43.939991;697;2300;794;239;4
-19.969066;-43.969958;80;2400;694;190;3
-19.93725;-43.932334;145;2300;790;310;4
